FECHA_DIAGNOSTICO,CASO,CASOS_ACUMULADOS,RECUPERADO,RECUPERADOS_ACUMULADOS,FALLECIDOS,FALLECIDOS_ACUMULADOS
2021-10-24,149,1454443,149,1421497,0,27702
2021-10-25,148,1454591,145,1421642,3,27705
2021-10-26,228,1454819,225,1421867,3,27708
2021-10-27,196,1455015,195,1422062,0,27708
2021-10-28,221,1455236,216,1422278,4,27712
2021-10-29,195,1455431,194,1422472,1,27713
2021-10-30,183,1455614,182,1422654,1,27714
2021-10-31,138,1455752,136,1422790,2,27716
2021-11-01,141,1455893,139,1422929,1,27717
2021-11-02,176,1456069,172,1423101,4,27721
2021-11-03,206,1456275,205,1423306,1,27722
2021-11-04,187,1456462,179,1423485,5,27727
2021-11-05,237,1456699,235,1423720,2,27729
2021-11-06,253,1456952,251,1423971,2,27731
2021-11-07,233,1457185,229,1424200,1,27732
2021-11-08,237,1457422,230,1424430,6,27738
2021-11-09,347,1457769,338,1424768,6,27744
2021-11-10,340,1458109,338,1425106,2,27746
2021-11-11,291,1458400,286,1425392,4,27750
2021-11-12,314,1458714,311,1425703,2,27752
2021-11-13,237,1458951,234,1425937,2,27754
2021-11-14,181,1459132,178,1426115,1,27755
2021-11-15,208,1459340,204,1426319,3,27758
2021-11-16,274,1459614,268,1426587,6,27764
2021-11-17,284,1459898,279,1426866,4,27768
2021-11-18,377,1460275,376,1427242,0,27768
2021-11-19,335,1460610,332,1427574,3,27771
2021-11-20,277,1460887,274,1427848,3,27774
2021-11-21,176,1461063,175,1428023,0,27774
2021-11-22,268,1461331,263,1428286,2,27776
2021-11-23,305,1461636,300,1428586,4,27780
2021-11-24,291,1461927,285,1428871,2,27782
2021-11-25,330,1462257,326,1429197,2,27784
2021-11-26,295,1462552,287,1429484,3,27787
2021-11-27,287,1462839,285,1429769,2,27789
2021-11-28,191,1463030,189,1429958,0,27789
2021-11-29,244,1463274,241,1430199,2,27791
2021-11-30,320,1463594,315,1430514,4,27795
2021-12-01,319,1463913,315,1430829,1,27796
2021-12-02,328,1464241,323,1431152,2,27798
2021-12-03,333,1464574,329,1431481,3,27801
2021-12-04,310,1464884,305,1431786,3,27804
2021-12-05,230,1465114,226,1432012,2,27806
2021-12-06,274,1465388,268,1432280,3,27809
2021-12-07,330,1465718,325,1432605,2,27811
2021-12-08,234,1465952,227,1432832,3,27814
2021-12-09,241,1466193,235,1433067,1,27815
2021-12-10,337,1466530,333,1433400,1,27816
2021-12-11,313,1466843,308,1433708,3,27819
2021-12-12,237,1467080,232,1433940,2,27821
2021-12-13,283,1467363,278,1434218,1,27822
2021-12-14,393,1467756,387,1434605,1,27823
2021-12-15,399,1468155,395,1435000,2,27825
2021-12-16,453,1468608,447,1435447,2,27827
2021-12-17,493,1469101,487,1435934,2,27829
2021-12-18,410,1469511,402,1436336,4,27833
2021-12-19,326,1469837,317,1436653,4,27837
2021-12-20,463,1470300,454,1437107,2,27839
2021-12-21,888,1471188,874,1437981,5,27844
2021-12-22,1200,1472388,1188,1439169,2,27846
2021-12-23,1372,1473760,1365,1440534,1,27847
2021-12-24,1160,1474920,1151,1441685,3,27850
2021-12-25,741,1475661,732,1442417,3,27853
2021-12-26,646,1476307,638,1443055,2,27855
2021-12-27,1595,1477902,1578,1444633,3,27858
2021-12-28,2394,1480296,2381,1447014,1,27859
2021-12-29,3031,1483327,3011,1450025,3,27862
2021-12-30,2805,1486132,2786,1452811,3,27865
2021-12-31,2503,1488635,2488,1455299,1,27866
2022-01-01,1414,1490049,1391,1456690,5,27871
2022-01-02,2313,1492362,2287,1458977,3,27874
2022-01-03,3780,1496142,3743,1462720,7,27881
2022-01-04,5079,1501221,5032,1467752,6,27887
2022-01-05,6785,1508006,4130,1471882,4,27891
2022-01-06,7477,1515483,3203,1475085,10,27901
2022-01-07,7851,1523334,2700,1477785,5,27906
2022-01-08,6405,1529739,2144,1479929,6,27912
2022-01-09,5620,1535359,1590,1481519,6,27918
2022-01-10,5674,1541033,1247,1482766,7,27925
2022-01-11,7555,1548588,1117,1483883,11,27936
2022-01-12,8400,1556988,323,1484206,8,27944
2022-01-13,8075,1565063,168,1484374,5,27949
2022-01-14,7942,1573005,174,1484548,1,27950
2022-01-15,6754,1579759,235,1484783,7,27957
2022-01-16,5333,1585092,31,1484814,2,27959
2022-01-17,607,1585699,4,1484818,0,27959
